ISBN_10,author,book_type,discounted_price,no_of_pages,original_price,published_date,publisher,title_of_book
9780241958735,Hunter S Thompson,eBook,,384,$15.99,2011-11-24,ePUB,Kingdom of Fear Loathsome Secrets of a Star-crossed Child in the Final Days of the American Century
9780141914527,"Seneca,Robin Campbell",eBook,,256,$10.99,2004-08-26,ePUB,Letters from a Stoic Epistulae Morales Ad Lucilium
9780575088238,Scott Lynch,eBook,,880,$12.99,2013-10-10,ePUB,"The Republic of Thieves The Gentleman Bastard Sequence, Book Three"
9780755396511,Lisa Gardner,Paperback,$21.75,416,$24.99,2012-11-13,Paperback,The Other Daughter 
9780748112586,Brent Weeks,eBook,,688,$11.99,2009-06-11,ePUB,The Way Of Shadows Book 1 of the Night Angel
9780755387144,James Patterson,eBook,,330,$12.99,2011-06-23,ePUB,Four Blind Mice 
9780141960654,Chloe M. Palov,eBook,,528,$15.99,2010-10-28,ePUB,The Templar's Code 
9780399182112,Chuck Wendig,eBook,$19.99,,$23.99,2019-07-02,Format,Wanderers A Novel
9781408851234,Elizabeth Kolbert,eBook,$13.99,336,$15.99,2014-02-13,ePUB,The Sixth Extinction An Unnatural History
9780061981746,Gregory Maguire,eBook,,400,$10.99,2009-10-06,ePUB,A Lion Among Men Volume Three in The Wicked Years
9781405529631,Donna Tartt,eBook,,544,$11.99,2013-05-02,ePUB,The Secret History 
9780749020552,Anna Jacobs,Paperback,,352,$25.75,2019-05-01,Paperback,Peace Comes to Honeyfield Honeyfield Book 3
9780748121762,J.D. Robb,eBook,,336,$11.99,2010-10-07,ePUB,Glory in Death In Death: Book 2
9781408841068,Stella Rimington,eBook,$14.99,352,$17.58,2014-07-03,ePUB,Close Call A Liz Carlyle Novel
9780857868770,Matt Haig,eBook,$16.99,304,$21.08,2013-05-09,ePUB,The Humans 
9780141190693,Evelyn Waugh,eBook,,256,$15.99,2012-05-31,ePUB,Vile Bodies 
9780241979723,Simon Sinek,eBook,,256,$19.99,2019-10-15,ePUB,The Infinite Game From the bestselling author of Start With Why
9781448151523,Geoffrey Archer,eBook,,320,$15.99,2012-08-17,ePUB,Shadow Hunter 
9781407070711,P G Wodehouse,eBook,,592,$17.99,2012-02-29,ePUB,The Jeeves Omnibus - Vol 1 (Jeeves & Wooster)
9781407010953,John Niven,eBook,,336,$15.99,2008-12-16,ePUB,Kill Your Friends 
9781405512176,Howard Sounes,eBook,,384,$11.99,2011-09-05,ePUB,Fred & Rose The Full Story of Fred and Rose West and the Gloucester House of Horrors
9780544759213,W. H. Beck,eBook,,32,$11.99,2015-12-15,ePUB,Glow Animals with Their Own Night-Lights
9780857202970,Chris Carter,Paperback,$20.40,464,$22.99,2012-03-01,Paperback,"The Night Stalker A brilliant serial killer thriller, featuring the unstoppable Robert Hunter"
9781407070216,Lee Child,eBook,,560,$16.99,2008-09-04,ePUB,Tripwire Jack Reacher: Book 3
9780755353453,Simon Scarrow,eBook,,320,$12.99,2009-08-06,ePUB,The Gladiator (Eagles of the Empire 9) Cato & Macro: Book 9
9780141906430,Pat Barker,eBook,,256,$15.99,2008-05-01,ePUB,Regeneration The first novel in Pat Barker's Booker Prize-winning Regeneration trilogy
9781407096186,Frederick Forsyth,eBook,,496,$15.99,2011-05-30,ePUB,The Devil's Alternative 
9781407071879,Dilly Court,eBook,,512,$15.99,2011-06-02,ePUB,Cinderella Sister 
9781407070544,Donna Leon,eBook,,336,$15.99,2010-04-13,ePUB,Friends In High Places Guido Brunetti: Book 9
9781407086071,"Jo Nesbo,Don Bartlett",eBook,,752,$15.99,2011-01-20,ePUB,The Leopard Harry Hole: Book 8
9780141342610,Rick Riordan,eBook,,528,$9.99,2017-10-03,ePUB,Magnus Chase and the Ship of the Dead (Book 3) 
9780141952123,Bernard Cornwell,eBook,,512,$15.99,2007-11-01,ePUB,The Winter King A Novel of Arthur
9780241983133,Zadie Smith,eBook,,304,$15.99,2019-10-03,ePUB,Grand Union 
9781405936019,Alex North,eBook,,400,$15.99,2019-06-13,ePUB,The Whisper Man The chilling must-read Richard & Judy thriller pick
9780755387199,James Patterson,eBook,,327,$12.99,2011-04-28,ePUB,"Mary, Mary "
9780553903102,Catherynne Valente,eBook,$9.99,,$10.27,2006-10-31,Format,The Orphan's Tales In the Night Garden
9780544084780,Joelle Charbonneau,eBook,,,$4.99,2013-05-01,Format,The Testing Guide 
9781409003175,Slimming World,eBook,,208,$21.99,2014-04-30,ePUB,Best ever recipes 40 years of Food Optimising
9780141930183,Malcolm Gladwell,eBook,,304,$15.99,2006-02-23,ePUB,Blink The Power of Thinking Without Thinking
9780349419220,Mary Balogh,Paperback,$20.40,400,$22.99,2018-11-27,Paperback,Someone to Trust The Westcott Family Series: Book 5
9780241983409,"Cesare Pavese,Elizabeth Strout",eBook,,112,$15.99,2018-06-07,ePUB,The Beautiful Summer 
9780241966068,Dinah Jefferies,eBook,,320,$15.99,2014-05-22,ePUB,The Separation Discover the perfect escapist read from the No.1 Sunday Times bestselling author of The Tea Planter's Wife
9781529003314,David Baldacci,Paperback,$18.25,608,$19.99,2019-11-12,Paperback,Split Second King and Maxwell: Book 1
9780998151649,Jennifer Anne Davis,eBook,,,$0.00,2019-06-19,Format,Cage of Deceit 
9780241965610,Ali Smith,eBook,,320,$15.99,2014-08-28,ePUB,How to be Both 
9780748109272,Patricia Cornwell,eBook,,400,$11.99,2008-09-04,ePUB,Body Of Evidence 
9780748109951,Iain Banks,eBook,,256,$11.99,2008-09-04,ePUB,The Wasp Factory The stunning and controversial literary debut novel
9780670920501,Will Gompertz,eBook,,464,$16.99,2012-09-06,ePUB,What Are You Looking At? 150 Years of Modern Art in the Blink of an Eye
9780857863430,Virginia Woolf,eBook,$11.99,192,$13.74,2012-01-05,ePUB,Orlando 
9780575097476,Brandon Sanderson,eBook,,688,$11.99,2011-12-29,ePUB,Warbreaker A Cosmere Novel
9780544147775,Elly Griffiths,eBook,,,$4.99,2012-12-11,Format,Ruth's First Christmas Tree A Ruth Galloway Christmas Story
9780297864004,"Adrian Goldsworthy,Dr Adrian Goldsworthy Ltd",eBook,,704,$17.99,2013-04-18,ePUB,Caesar The Life Of A Colossus
9780575104426,Frank Herbert,eBook,,416,$24.99,2011-07-14,ePUB,Dune Messiah Dune: Book 2
9780241984642,Jane Corry,eBook,,464,$15.99,2019-06-21,ePUB,I Looked Away the page-turning Sunday Times Top 5 bestseller
9780241986554,John le Carré,eBook,,272,$15.99,2019-10-17,ePUB,Agent Running in the Field A BBC 2 Between the Covers Book Club Pick
9781400888023,Tim Rogan,eBook,$37.99,280,$47.29,2017-12-18,ePUB,"The Moral Economists R. H. Tawney, Karl Polanyi, E. P. Thompson, and the Critique of Capitalism"
9780141907178,Evelyn Waugh,eBook,,240,$15.99,2012-05-31,ePUB,Scoop A Novel About Journalists
9781405930819,"Ragnar Jónasson,Victoria Cribb",eBook,,400,$15.99,2018-03-15,ePUB,"The Darkness If you like Saga Noren from The Bridge, then you'll love Hulda Hermannsdottir"
9780241399378,James Lovelock,eBook,,160,$16.99,2019-07-04,ePUB,Novacene The Coming Age of Hyperintelligence
9781405913157,James Oswald,eBook,,400,$15.99,2012-11-22,ePUB,Natural Causes Inspector McLean 1
9781785760457,James Swallow,Paperback,$23.75,576,$27.99,2018-04-24,Paperback,Exile Marc Dane Book 2
9780141912554,"Donald Coers,John Steinbeck",eBook,,144,$15.99,2000-11-30,ePUB,The Moon is Down 
9780761178668,Virginia Morris,eBook,,688,$23.99,2014-02-11,ePUB,"How to Care for Aging Parents, 3rd Edition A One-Stop Resource for All Your Medical, Financial, Housing, and Emotional Issues"
9781407020952,"Arnaldur Indridason,Bernard Scudder",eBook,,304,$15.99,2008-12-26,ePUB,Silence Of The Grave 
9780316187169,Joe Abercrombie,Hardcover,,480,$51.50,2019-09-17,Hardcover,New Joe Abercrombie Novel #1 
9780785171454,"Chris Claremont,John Byrne",eBook,$20.99,,$24.93,2019-03-13,Format,X-Men Dark Phoenix Saga
9780857208750,Vince Flynn,eBook,,448,$4.99,2012-11-13,ePUB,The Last Man Mitch Rapp: Book 13
9780553897050,Charles Dickens,eBook,$7.99,,$8.55,2002-11-26,Format,A Christmas Carol 
9781407034935,Terry Pratchett,eBook,,432,$14.99,2009-05-27,ePUB,Soul Music (Discworld Novel 16)
9781101201794,David Nasaw,eBook,$13.99,896,$17.14,2007-10-30,ePUB,Andrew Carnegie 
9780241973288,Nicholas Searle,eBook,,288,$15.99,2015-12-31,ePUB,The Good Liar Now a Major Film Starring Helen Mirren and Ian McKellen
9780755307500,Andrea Levy,Paperback,$21.75,560,$24.99,2010-01-01,Paperback,Small Island 
9781405934671,Gillian McAllister,eBook,,400,$15.99,2018-07-02,ePUB,No Further Questions You'd trust your sister with your life. But should you? The compulsive thriller from the Sunday Times bestselling author
9780748110087,Iain M. Banks,eBook,,432,$12.99,2008-09-04,ePUB,Use of Weapons Culture: Book 3
9780755349272,"James Patterson,Andrew Gross",Paperback,$20.40,432,$22.99,2009-08-01,Paperback,2nd Chance Women's Murder Club : Book 2
9780141946030,Helen Dunmore,eBook,,336,$15.99,2010-04-29,ePUB,The Betrayal A touching historical novel from the Women's Prize-winning author of A Spell of Winter
9780141930176,"Roald Dahl,Quentin Blake",eBook,,224,$9.99,2007-09-06,ePUB,The Witches 
9781301211227,Amelia Hutchins,eBook,,,$6.99,2015-07-30,Format,Taunting Destiny 
9780141913995,"Chuang Tzu,Martin Palmer",eBook,,352,$14.99,2006-11-30,ePUB,The Book of Chuang Tzu 
9780141917986,John Berger,eBook,,176,$14.99,2008-09-25,ePUB,Ways of Seeing 
9780748129232,Sarah Waters,eBook,,560,$11.99,2011-02-03,ePUB,Fingersmith A BBC 2 Between the Covers Book Club Pick - Booker Prize Shortlisted
9780748127726,Jenny Eclair,eBook,,320,$12.99,2012-07-05,ePUB,"Life, Death and Vanilla Slices A page-turning family drama from the Sunday Times bestselling author"
9780297857884,Victor Sebestyen,eBook,,576,$19.99,2009-07-30,ePUB,Revolution 1989 The Fall of the Soviet Empire
9781473501539,Lisa Clegg,eBook,,368,$19.99,2014-02-06,ePUB,The Blissful Baby Expert 
9781101625545,Susan Meissner,eBook,$19.99,304,$23.99,2014-02-04,ePUB,A Fall of Marigolds 
9781405925679,M. J. Arlidge,eBook,,368,$15.99,2018-09-20,ePUB,Down to the Woods DI Helen Grace 8
9780241392102,Elizabeth Noble,eBook,,480,$15.99,2018-12-27,ePUB,"Love, Iris The Sunday Times Bestseller and Richard & Judy Book Club Pick 2019"
9780755128082,Max Hennessy,eBook,$7.99,366,$8.79,2015-10-01,ePUB,Soldiers Of The Queen 
9781407071565,James Patterson,eBook,,496,$15.99,2012-03-01,ePUB,11th Hour Women's Murder Club 11
9781405919319,Mark Greaney,eBook,,416,$15.99,2014-07-22,ePUB,Tom Clancy's Support and Defend 
9780241984581,Jane Corry,eBook,,40,$0.00,2018-05-17,ePUB,The Killing Type A short story from the bestselling author of My Husband's Wife
9780141975597,George Monbiot,eBook,,256,$15.99,2013-05-30,ePUB,Feral Searching for Enchantment on the Frontiers of Rewilding
9780553898415,"Thomas Paine,Diana Gabaldon",eBook,,,$3.99,2004-02-03,Format,Common Sense 
9780755378500,Sheila O'Flanagan,eBook,,464,$11.99,2014-07-03,ePUB,If You Were Me The charming bestseller that asks: what would YOU do?
9780753553947,"Mike Barson,Mark Bedford,Chris Foreman,Graham McPherson,Dan Woodgate",eBook,,320,$15.99,2019-10-10,ePUB,Before We Was We Madness by Madness
9780307744920,Ford Madox Ford,eBook,$13.99,,$17.14,2011-10-04,Format,The Fifth Queen 
9780575095854,Joe Abercrombie,eBook,,560,$12.99,2012-10-18,ePUB,Red Country A First Law Novel
9781407020358,Toni Morrison,eBook,,208,$15.99,2008-12-26,ePUB,Love 
9780007283033,Duncan Hamilton,eBook,,256,$20.99,2008-09-04,ePUB,Provided You Don't Kiss Me 20 Years with Brian Clough
9780751540031,Mark Billingham,Paperback,$20.40,496,$22.99,2011-05-31,Paperback,From the Dead Tom Thorne: Book 9
9781101984796,Jennifer Chiaverini,Paperback,,352,$44.75,2016-10-11,Paperback,Christmas Bells A Novel
9780141915067,"Ken Kesey,Joe Sacco",eBook,,320,$15.99,2011-08-23,ePUB,One Flew Over the Cuckoo's Nest 
9781401395421,Julie Andrews,eBook,,352,$21.99,2008-04-01,ePUB,Home A Memoir of My Early Years
9781405529518,Donna Tartt,eBook,,784,$12.99,2013-10-22,ePUB,The Goldfinch 
9780748109685,Patricia Cornwell,eBook,,496,$11.99,2008-09-04,ePUB,Trace 
9780241308363,"Jonathan Haidt,Greg Lukianoff",eBook,,400,$16.99,2018-09-04,ePUB,The Coddling of the American Mind How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure
9780571298716,John Lanchester,eBook,$11.99,320,$13.19,2019-01-15,ePUB,The Wall LONGLISTED FOR THE BOOKER PRIZE 2019
9780134190563,"Alan A. A. Donovan,Brian W. Kernighan",eText,,,$61.25,2015-11-16,Format,"Go Programming Language, The "
9780648046219,Sarah Williams,eBook,,234,$0.99,2017-08-09,ePUB,The Brothers of Brigadier Station 
9780141369778,Robin Stevens,eBook,,352,$9.99,2016-02-25,ePUB,Murder Most Unladylike A Murder Most Unladylike Mystery
9780141924601,Lesley Pearse,eBook,,416,$15.99,2006-07-06,ePUB,Father Unknown 
9780141967318,Jane Green,eBook,,400,$15.99,2013-09-12,ePUB,Tempting Fate 
9781119404514,John C. Bogle,eBook,,304,$29.99,2017-09-22,ePUB,The Little Book of Common Sense Investing The Only Way to Guarantee Your Fair Share of Stock Market Returns
9780241983881,John Doerr,eBook,,320,$18.99,2018-04-24,ePUB,Measure What Matters The Simple Idea that Drives 10x Growth
9780358018971,Rita McGrath,eBook,,,$26.99,2019-09-03,Format,Seeing Around Corners How to Spot Inflection Points in Business Before They Happen
9780571356515,André Aciman,eBook,$14.99,256,$16.49,2019-10-29,ePUB,Find Me A TOP TEN SUNDAY TIMES BESTSELLER
9780141924403,Rick Riordan,eBook,,384,$12.99,2008-05-01,ePUB,Percy Jackson and the Lightning Thief (Book 1) 
9781302453640,"John Jackson Miller,Brian Ching,Travel Foreman",eBook,$23.99,,$29.33,2015-03-25,Format,Star Wars Omnibus Knights of the Old Republic Vol. 1 
9780141344751,Rick Riordan,eBook,,256,$14.99,2012-09-06,ePUB,The Demigod Diaries 
9780994105455,Leeanna Morgan,eBook,,,$9.99,2018-10-02,Format,Forever Dreams A Small Town Romance
9780748125784,Val McDermid,eBook,,544,$11.99,2011-09-01,ePUB,The Retribution Tony Hill & Carol Jordan: Book 7
9780356500287,Jim Butcher,Paperback,,341,$20.40,2011-05-05,Paperback,Fool Moon : Dresden Files Dresden Files : Book 2
9780241983027,Sophie Mackintosh,eBook,,240,$15.99,2018-05-24,ePUB,The Water Cure 
9780486113036,William Shakespeare,eBook,,96,$1.45,2012-02-03,ePUB,Macbeth 
9781405932677,"Dr Aseem Malhotra,Donal O'Neill",eBook,,288,$14.99,2017-06-29,ePUB,"The Pioppi Diet The 21-Day Anti-Diabetes Lifestyle Plan as followed by Tom Watson, author of Downsizing"
9781405913195,James Oswald,eBook,,400,$14.99,2014-02-27,ePUB,The Hangman's Song Inspector McLean 3
9780141930459,C.S. Forester,eBook,,304,$15.99,2006-10-05,ePUB,Hornblower and the Hotspur 
9780241295434,Shirley Jackson,eBook,,176,$15.99,2016-10-06,ePUB,Dark Tales 
9780748112531,Stephenie Meyer,eBook,,672,$11.99,2009-02-26,ePUB,Eclipse Twilight Saga: Book 3
9781407035208,Terry Pratchett,eBook,,464,$15.99,2008-09-04,ePUB,The Fifth Elephant (Discworld Novel 24)
9781405911351,Sheila Tofield,eBook,,240,$14.99,2013-03-28,ePUB,The Unmarried Mother 
9780571341191,Edna O'Brien,eBook,$11.99,320,$13.19,2019-09-03,ePUB,Girl 
9781405525954,Anthony Ryan,eBook,,624,$12.99,2014-07-03,ePUB,Tower Lord Book 2 of Raven's Shadow
9780753541593,Fredrica Alleyn,Paperback,$26.95,320,$32.99,2013-04-15,Paperback,The Bracelet Erotic Romance
9780718158293,"Diane Lierow,Bernie Lierow",eBook,,288,$14.99,2011-09-29,ePUB,Dani's Story 
9780748109357,Patricia Cornwell,eBook,,448,$11.99,2008-09-04,ePUB,Cruel And Unusual 
9781407060736,Harry Redknapp,eBook,,432,$18.99,2013-10-10,ePUB,Always Managing My Autobiography
9781407035024,Terry Pratchett,eBook,,416,$14.99,2008-12-16,ePUB,Feet Of Clay (Discworld Novel 19)
9780575089372,Charlaine Harris,eBook,,352,$11.99,2010-02-25,ePUB,Dead Until Dark : A True Blood Novel Sookie Stackhouse : Book 1
9780748109524,Mark Billingham,eBook,,480,$11.99,2008-09-04,ePUB,Scaredy Cat 
9781405918770,Marian Keyes,eBook,,400,$15.99,2017-09-07,ePUB,The Break British Book Awards Author of the Year 2022
9780241324752,Charles Moore,eBook,,880,$19.99,2019-10-03,ePUB,"Margaret Thatcher The Authorized Biography, Volume Three: Herself Alone"
9780241967454,Matt Lewis,eBook,,256,$16.99,2014-07-10,ePUB,Last Man Off A True Story of Disaster and Survival on the Antarctic Seas
9780751544831,Patricia Cornwell,Paperback,$20.40,464,$22.99,2010-11-01,Paperback,Black Notice Kay Scarpetta: Book 10
9780425285947,Pierce Brown,Hardcover,,800,$48.95,2019-07-30,Hardcover,Dark Age 
9780241978870,Elif Shafak,eBook,,368,$15.99,2017-02-02,ePUB,Three Daughters of Eve 
9780671036904,William Kent Krueger,eBook,,336,$14.99,2000-01-01,ePUB,Iron Lake (20th Anniversary Edition) A Novel
9780857382184,Peter May,eBook,,400,$12.99,2012-11-19,ePUB,The Chessmen The Lewis Trilogy Book 3
9780241975909,Dinah Jefferies,eBook,,400,$15.99,2016-02-25,ePUB,The Silk Merchant's Daughter 
9780141393964,Chinua Achebe,eBook,,176,$15.99,2013-04-25,ePUB,Things Fall Apart 
9780141958309,Marian Keyes,eBook,,640,$15.99,2009-10-30,ePUB,The Brightest Star in the Sky 
9781250142658,"Katrin Davidsdottir,Rory McKernan",eBook,$15.99,,$19.51,2019-08-06,Format,Dottir My Journey to Becoming a Two-Time CrossFit Games Champion
9781405917315,Tim Weaver,eBook,,1142,$19.99,2013-09-26,ePUB,The David Raker Collection Books 1-3 
9780670922864,"Matthew Dixon,Brent Adamson",eBook,,240,$18.99,2012-10-01,ePUB,The Challenger Sale How To Take Control of the Customer Conversation
9780748116072,Jim Butcher,eBook,,400,$12.99,2010-03-04,ePUB,Fool Moon : Dresden Files Dresden Files : Book 2
9780141903026,Antony Beevor,eBook,,528,$15.99,2007-10-04,ePUB,Berlin The Downfall 1945: The Number One Bestseller
9781409064916,Susan Lewis,eBook,,656,$15.99,2010-04-01,ePUB,Lost Innocence A gripping and thought-provoking story from the Sunday Times bestselling author
9781407008394,Karin Slaughter,eBook,,528,$15.99,2008-09-04,ePUB,"Triptych The gripping and thrilling first instalment in the Sunday Times bestselling Will Trent series, now on Disney+"
9780748120482,Mark Billingham,eBook,,352,$12.99,2011-08-18,ePUB,Good As Dead 
9780141388670,Melissa Albert,eBook,,400,$12.99,2018-02-08,ePUB,The Hazel Wood 
9780241984338,Geoffrey Wellum,eBook,,352,$15.99,2018-05-17,ePUB,First Light The Phenomenal Fighter Pilot Bestseller
9780753550304,"Blake Masters,Peter Thiel",eBook,,224,$18.99,2014-09-18,ePUB,"Zero to One Notes on Start Ups, or How to Build the Future"
9781405939645,C. J. Tudor,eBook,,400,$15.99,2020-01-23,ePUB,The Other People The chilling and spine-tingling Sunday Times bestseller
9780718179571,Marian Keyes,eBook,,500,$15.99,2014-11-06,ePUB,The Woman Who Stole My Life British Book Awards Author of the Year 2022
9780957519305,Joe Simpson,eBook,,,$9.48,2013-01-03,Format,Touching the Void 
9780748122349,Dr Maya Angelou,eBook,,320,$12.99,2010-09-02,ePUB,I Know Why The Caged Bird Sings The internationally bestselling classic
9781405913638,Pittacus Lore,eBook,,400,$15.99,2014-08-26,ePUB,The Revenge of Seven Lorien Legacies Book 5
9780241351659,Jordan B. Peterson,eBook,,448,$15.99,2018-01-16,ePUB,12 Rules for Life An Antidote to Chaos
9780463228456,Kristen Ashley,eBook,,,$7.36,2019-10-15,Format,Fast Lane 
9780718196127,Sue Townsend,eBook,,352,$15.99,2012-01-19,ePUB,The Growing Pains of Adrian Mole Adrian Mole Book 2
9781101077221,Carolyn Keene,eBook,$11.99,192,$14.66,2000-01-01,ePUB,Nancy Drew 21 The Secret in the Old Attic
9781101612323,Anna Lee Huber,eBook,$13.99,368,$17.14,2012-11-06,ePUB,The Anatomist's Wife 
9780857202918,Ali Harris,eBook,,496,$13.99,2011-10-13,ePUB,Miracle on Regent Street 
9781311117090,Michael G. Manning,eBook,,,$9.00,2015-05-14,Format,Mageborn The Final Redemption
9780141902807,H. E. Bates,eBook,,144,$15.99,2006-11-30,ePUB,The Darling Buds of May Inspiration for the ITV drama The Larkins starring Bradley Walsh
9780544145979,"P. W. Singer,August Cole",eBook,,368,$9.99,2015-06-30,ePUB,Ghost Fleet A Novel of the Next World War
9780751566925,Mark Billingham,Paperback,$20.40,512,$22.99,2018-03-13,Paperback,Love Like Blood Tom Thorne: Book 14
9780241985854,"Alain de Botton,The School of Life (PRH Rights)",eBook,,240,$16.99,2019-09-05,ePUB,The School of Life An Emotional Education
9780241318386,"John Vincent,Sifu Julian Hitch",eBook,,256,$18.99,2019-11-07,ePUB,Winning Not Fighting Why you need to rethink success and how you achieve it with the Ancient Art of Wing Tsun
9780141369839,Robin Stevens,eBook,,336,$9.99,2016-02-25,ePUB,First Class Murder A Murder Most Unladylike Mystery
9780141974965,Clair Wills,eBook,,240,$15.99,2017-08-31,ePUB,Lovers and Strangers An Immigrant History of Post-War Britain
9781538715499,William W. Li,Hardcover,,688,$159.95,2019-03-01,Hardcover,Eat to Beat Disease The New Science of How Your Body Can Heal Itself
9780141974675,Elizabeth Gaskell,eBook,,512,$10.99,2012-08-30,ePUB,Mary Barton 
9780307808028,"H. Rider Haggard,Margaret Atwood,Charles H.M. Kerr,Maurice Greiffenhagen",eBook,,,$6.99,2011-11-30,Format,She A History of Adventure
9780547859095,Eileen Christelow,eBook,,,$4.99,2013-08-13,Format,Five Little Monkeys Trick-or-Treat 
9780141339238,Rick Riordan,eBook,,608,$12.99,2014-10-07,ePUB,The Blood of Olympus (Heroes of Olympus Book 5) 
9780748116997,Brent Weeks,eBook,,816,$12.99,2014-08-26,ePUB,The Broken Eye Lightbringer: Book 3
9781407034904,Terry Pratchett,eBook,,432,$15.99,2008-12-16,ePUB,Men At Arms (Discworld Novel 15)
9780141908762,Eckhart Tolle,eBook,,336,$4.99,2009-01-01,ePUB,A New Earth The life-changing follow up to The Power of Now. 'My No.1 guru will always be Eckhart Tolle' Chris Evans
9781393711339,"Jay Crownover,Rebecca Yarros",eBook,,,$4.99,2019-10-20,Format,Girl in Luv In Luv Duet
9781311339607,Johnny B. Laughing,eBook,,,$1.57,2015-10-06,Format,100+ Knock Knock Jokes for Kids 
9780544539211,"Bridget Heos,Joy Ang",eBook,,,$11.99,2015-03-03,Format,Mustache Baby Meets His Match 
9781101607626,Faith Hunter,eBook,$10.99,336,$11.72,2013-04-02,ePUB,Blood Trade A Jane Yellowrock Novel
9781302402228,"G. Willow Wilson,Jacob Wyatt",eBook,$10.99,,$13.19,2019-03-13,Format,Ms. Marvel Vol. 1 No Normal
9781405923552,Dr Richard Shepherd,eBook,,400,$14.99,2018-09-20,ePUB,"Unnatural Causes 'An absolutely brilliant book. I really recommend it, I don't often say that' Jeremy Vine, BBC Radio 2"
9780544303249,"Kathryn J. Edin,H. Luke Shaefer",eBook,,288,$26.99,2015-09-01,ePUB,$2.00 A Day Living on Almost Nothing in America
9780297865803,Sven Hassel,eBook,,320,$12.99,2010-12-23,ePUB,Liquidate Paris 
9780141919683,"Sun-tzu,John Minford",eBook,,112,$10.99,2008-05-29,ePUB,The Art of War 
9780648046271,Sarah Williams,eBook,,,$5.99,2017-11-14,Format,The Outback Governess A Sweet Outback Novella
9780748115419,Robert Jordan,eBook,,672,$12.99,2010-05-18,ePUB,The Path Of Daggers Wheel of Time: Book 8
9780141960616,"Roald Dahl,Quentin Blake",eBook,,208,$9.99,2010-06-03,ePUB,Charlie and the Chocolate Factory 
9781407017686,"Henning Mankell,Ebba Segerberg",eBook,,544,$15.99,2008-10-30,ePUB,Firewall Kurt Wallander: Book 8
9780241270547,"Svetlana Alexievich,Anna Gunin,Arch Tait",eBook,,240,$15.99,2016-04-21,ePUB,Chernobyl Prayer Voices from Chernobyl
9780786954032,R.A. Salvatore,eBook,$12.99,352,$16.12,2009-06-23,ePUB,"Sojourn The Legend of Drizzt, Book III"
9780141906201,Nassim Nicholas Taleb,eBook,,480,$15.99,2008-04-03,ePUB,The Black Swan The Impact of the Highly Improbable
9780297870937,"Malala Yousafzai,Christina Lamb",eBook,,320,$11.99,2013-10-08,ePUB,I Am Malala The Girl Who Stood Up for Education and was Shot by the Taliban
9780141964522,Michelle Magorian,eBook,,448,$9.99,2010-06-03,ePUB,Goodnight Mister Tom 
9780141960609,"Clive King,Mr Edward Ardizzone",eBook,,256,$9.99,2010-06-03,ePUB,Stig of the Dump 
9780141928524,"Pu Songling,John Minford",eBook,,608,$14.99,2006-05-25,ePUB,Strange Tales from a Chinese Studio 
9780141975276,Dominic Sandbrook,eBook,,480,$19.99,2019-10-03,ePUB,"Who Dares Wins Britain, 1979-1982"
9780748123018,Roberta Kray,eBook,,480,$12.99,2012-04-26,ePUB,Nothing but Trouble 
9780141907857,Lesley Pearse,eBook,,600,$15.99,2003-08-07,ePUB,Remember Me 
9781408808542,Ben Macintyre,eBook,$15.99,432,$18.39,2010-01-18,ePUB,Operation Mincemeat The True Spy Story that Changed the Course of World War II
9780141971667,Anne Frank,eBook,,368,$14.99,2011-06-12,ePUB,The Diary of a Young Girl The Definitive Edition of the World's Most Famous Diary
9780375896156,Rob Buyea,eBook,$10.99,,$13.19,2010-10-12,Format,Because of Mr. Terupt 
9781101097632,Napoleon Hill,eBook,$19.99,1280,$23.99,2007-11-08,ePUB,The Prosperity Bible The Greatest Writings of All Time on the Secrets to Wealth and Prosperity
9781310976322,Karen Lynch,eBook,,,$6.84,2015-11-24,Format,Rogue 
9781846272998,Rose George,Paperback,$21.75,320,$24.99,2014-08-01,Paperback,"Deep Sea and Foreign Going Inside Shipping, the Invisible Industry that Brings You 90% of Everything"
9780748113118,Patricia Cornwell,eBook,,512,$11.99,2009-10-20,ePUB,The Scarpetta Factor 
9781405920452,Jenny Crompton,eBook,,240,$14.99,2014-10-09,ePUB,Crap CVs 
9780241982099,Dolly Alderton,eBook,,304,$16.99,2018-02-01,ePUB,Everything I Know About Love Now a Major BBC One Series
9780141921150,"Kate Pickett,Richard Wilkinson",eBook,,400,$16.99,2010-11-04,ePUB,The Spirit Level Why Equality is Better for Everyone
9780141959740,Steven Pinker,eBook,,1056,$18.99,2011-10-06,ePUB,The Better Angels of Our Nature The Decline of Violence In History And Its Causes
9780297859666,Jennifer Worth,eBook,,368,$11.99,2009-05-14,ePUB,Call The Midwife A True Story Of The East End In The 1950s
9781405909563,"Clive Cussler,Paul Kemprecos",eBook,,560,$14.99,2012-06-07,ePUB,Fire Ice NUMA Files #3
9780748122851,Tom Wood,eBook,,400,$11.99,2011-05-12,ePUB,The Hunter (Victor the Assassin 1)
9780761169253,Austin Kleon,Paperback,$22.95,160,$26.99,2012-05-01,Paperback,Steal Like an Artist 10 Things Nobody Told You About Being Creative
9780141901916,Zoë Heller,eBook,,256,$15.99,2007-01-18,ePUB,Notes on a Scandal 
9781407073361,Laurie Lee Mbe Mbe,eBook,,240,$14.99,2011-08-19,ePUB,Cider With Rosie 
